12.8,0.02541,12.8,0.11109
12.9082,0.02336,12.9082,0.11082
13.03705,0.02936,13.02745,0.10991
13.14904,0.03708,13.13929,0.11187
13.2,0.03735,13.2,0.1117
13.30006,0.03782,13.30131,0.11129
13.41118,0.03718,13.40606,0.11166
13.52474,0.03758,13.52473,0.11151
13.6,0.03735,13.6,0.11142
13.71601,0.03728,13.72317,0.11121
13.82093,0.03764,13.82928,0.11127
13.92859,0.03728,13.93488,0.11086
14,0.03756,14,0.11086
14.10213,0.25191,14.10372,0.42886
14.21456,0.30369,14.20853,1.35775
14.32762,0.30291,14.31716,3.59665
14.4,0.30377,14.4,6.66931
14.51324,0.30396,14.51381,11.8481
14.62661,0.30316,14.61517,17.7772
14.74376,0.30339,14.73376,26.6651
14.8,0.30332,14.8,32.5922
14.91194,0.30334,14.91684,44.6387
15.02752,0.30433,15.0219,56.8731
15.14271,0.30425,15.13111,70.6363
15.2,0.30328,15.2,79.5273
15.32295,0.30296,15.30192,92.1912
15.43245,0.30395,15.40711,102.714
15.54194,0.30293,15.50744,108.312
15.6,0.30359,15.6,109
15.71669,0.30284,15.7071,103.754
15.818,0.30368,15.81869,91.1793
15.93359,0.30367,15.92743,73.2715
16,0.30259,16,59.4938
16.10331,0.30279,16.10746,39.1599
16.21696,0.30286,16.21456,37.1565
16.33671,0.30382,16.32298,40.8167
16.4,0.30341,16.4,44.7866
16.50811,0.30302,16.50742,46.1442
16.62405,0.30325,16.61133,47.1652
16.73835,0.30409,16.71991,47.9716
16.8,0.30358,16.8,48.4112
16.90564,0.30335,16.90871,48.7473
17.0093,0.24732,17.0141,48.8341
17.11863,0.24786,17.1233,48.8292
17.2,0.24793,17.2,48.846
17.31861,0.24787,17.30061,48.8472
17.42599,0.24792,17.41093,48.8374
17.55466,0.24816,17.51868,48.8409
17.6,0.24813,17.6,48.8518
17.70808,0.24825,17.70189,48.8531
17.83603,0.24832,17.80958,48.8507
17.95617,0.24836,17.9242,48.8553
18,0.24835,18,48.8545
18.11322,0.2485,18.1003,48.8563
18.22692,0.24856,18.20489,48.8587
18.34063,0.24862,18.31524,48.844
18.4,0.24855,18.4,48.8618
18.51009,0.2487,18.50171,48.8611
18.63027,0.24877,18.62005,48.8611
18.7508,0.24882,18.72239,48.8651
18.8,0.24884,18.8,48.8616
18.90001,0.24877,18.90275,48.8629
19.01499,0.24902,19.0135,48.8687
19.12698,0.24903,19.12315,48.8683
19.2,0.249,19.2,48.868
19.32983,0.24915,19.30601,48.8673
19.44354,0.24921,19.40751,48.8659
19.55726,0.24927,19.51802,48.868
19.6,0.24917,19.6,48.8754
19.70819,0.24934,19.70329,48.8631
19.83621,0.24941,19.80861,48.8912
19.94835,0.24947,19.9117,48.8537
20,0.24949,20,48.8833
